author|0|body_xml
iabbliz|2013/02/12 10:17:08|круть
s_omel|2013/02/12 10:18:01|все выходные не спал
s_omel|2013/02/12 10:18:08|психику разрушал
iabbliz|2013/02/12 10:19:37|<ss type="laugh">:D</ss>
s_omel|2013/02/12 10:20:01|ну что персен перестал пить
s_omel|2013/02/12 10:20:02|?
iabbliz|2013/02/12 10:20:17|пока не пью
s_omel|2013/02/12 10:20:26|ты допилваешь чтото или новые конфы пишите?
iabbliz|2013/02/12 10:20:32|день прошел=)
iabbliz|2013/02/12 10:20:35|Серега=)
iabbliz|2013/02/12 10:20:50|пока допиливал кое что для УПП новые объекты
s_omel|2013/02/12 10:21:11|в москву когда едешь?
iabbliz|2013/02/12 10:22:00|в конце неделе
s_omel|2013/02/12 10:25:46|самолет?
iabbliz|2013/02/12 10:25:59|ага Транслюкс называется=)
iabbliz|2013/02/12 10:33:32|Своя конфа учета задач у них
iabbliz|2013/02/12 10:33:42|не знаю самописная или нет\
s_omel|2013/02/12 10:33:59|они франчи
s_omel|2013/02/12 10:34:00|?
iabbliz|2013/02/12 10:34:06|да
iabbliz|2013/03/01 05:01:57|в чем?
s_omel|2013/03/01 05:02:54|<a href="http://infostart.ru/public/18771/">http://infostart.ru/public/18771/</a>
s_omel|2013/03/01 05:04:42|конфигурация поставщика полетела
iabbliz|2013/03/01 05:04:53|прикольно
iabbliz|2013/03/01 05:05:00|в закладки добавил
iabbliz|2013/03/01 05:05:28|статью добавил в закладки=)
s_omel|2013/03/01 05:06:14|и нифига выгрузить не мог
iabbliz|2013/03/04 12:23:10|еще новое узнал=)
iabbliz|2013/03/04 12:23:11|привет
iabbliz|2013/03/04 12:23:18|Сумма(Максимумов())
iabbliz|2013/03/04 12:23:20|то что хотел
iabbliz|2013/03/04 12:23:48|на закладке Ресурсы в СКД
iabbliz|2013/03/04 12:23:53|Сумма(ВычислитьВыражениеСГруппировкойМассив(&quot;Максимум(ОбщаяСумма)&quot;,&quot;Документ&quot;))
iabbliz|2013/03/04 12:24:58|неа фишка СКД
iabbliz|2013/03/04 12:25:04|в 8.2.14 появилась
iabbliz|2013/03/04 12:26:38|получается да
iabbliz|2013/03/04 12:28:05|в основном да
iabbliz|2013/03/04 12:29:16|да
s_omel|2013/03/04 12:29:26|наверное засыпать не хочется, хочется разобраться
iabbliz|2013/03/04 12:29:31|=)
iabbliz|2013/03/04 12:29:38|ну это больше про тебя
iabbliz|2013/03/04 12:29:48|сплю спокойно=) правда думаю постоянно
iabbliz|2013/03/04 12:30:04|неа=)
iabbliz|2013/03/04 12:33:48|=)
iabbliz|2013/03/04 12:33:58|ок, до 18.30
iabbliz|2013/03/04 12:34:00|с 9.30
iabbliz|2013/03/04 12:34:36|завтракать нормально начал
iabbliz|2013/03/04 12:34:42|а то с утра не жрал...
iabbliz|2013/03/04 12:34:51|=)))
iabbliz|2013/03/04 12:35:08|могу кандалы надеть?
iabbliz|2013/03/04 12:35:12|и в бетон залить?
iabbliz|2013/03/04 12:36:02|ага перестал
iabbliz|2013/03/06 08:13:00|<a href="http://kb.mista.ru/article.php?id=268">http://kb.mista.ru/article.php?id=268</a>
iabbliz|2013/03/06 08:13:06|что и
iabbliz|2013/03/06 08:13:11|что хотел чтобы 1с ка сделала
iabbliz|2013/03/06 08:13:17|оказывается можно и так обойтись
s_omel|2013/03/11 13:25:40|и они переходят или нет на следующий месяц
iabbliz|2013/03/11 13:26:17|переходят
iabbliz|2013/03/11 13:26:25|документ Начисление бонуса по бракам
iabbliz|2013/03/11 13:34:47|привет
iabbliz|2013/03/11 13:34:53|забыл чето написать=)
iabbliz|2013/03/11 13:34:56|запара ...
s_omel|2013/03/11 13:37:28|че работы много?
iabbliz|2013/03/11 13:37:41|угу
s_omel|2013/03/11 13:37:53|ну работай, я дамой
s_omel|2013/03/11 13:38:04|а спасибо, что ответил
s_omel|2013/03/11 13:38:24|а как перенос фиксируется на следующий месяц? что не выбрано
iabbliz|2013/03/11 13:39:02|РН: там свой
iabbliz|2013/03/11 13:39:08|приход этот документ делает
iabbliz|2013/03/11 13:39:13|расход Требование накладная
s_omel|2013/03/11 13:43:08|а остаток бонусов смотрят каким то отчетом?
iabbliz|2013/03/11 13:43:19|да
iabbliz|2013/03/11 13:43:30|в доп. возможностях
iabbliz|2013/03/11 13:43:39|по &quot;брак&quot; поищи
s_omel|2013/03/11 13:44:03|этим сбыт пользуется?
iabbliz|2013/03/11 13:44:13|да
s_omel|2013/03/11 13:44:19|чет походу там не все в курсе этого были
s_omel|2013/03/11 13:44:33|или некоторые личности
iabbliz|2013/03/11 13:45:03|хз хз спрашивали многие у меня про него
iabbliz|2013/03/11 13:45:05|из сбыта
s_omel|2013/03/11 13:45:31|ага сегодня москвичева спросила и не она вроде как не вкурсе и остальные  ее слов
s_omel|2013/03/11 13:45:34|)
s_omel|2013/03/11 13:45:42|ну понятно все
s_omel|2013/03/11 13:45:49|ладно я поехал
s_omel|2013/03/11 13:45:59|спасибо
iabbliz|2013/03/12 11:41:47|Привет
iabbliz|2013/03/12 11:42:07|давай попозже
iabbliz|2013/03/12 11:42:09|ща напряг
iabbliz|2013/03/12 12:02:40|разгреб чуток
iabbliz|2013/03/12 12:02:41|говори
iabbliz|2013/03/12 12:02:46|скайп?
iabbliz|2013/03/13 11:46:24|Привет
s_omel|2013/03/13 11:46:37|твой расчетный листок принесли за февраль, приезжай забери
iabbliz|2013/03/13 11:47:15|<ss type="laugh">:D</ss>
s_omel|2013/03/13 11:47:19|или не нужен
s_omel|2013/03/13 11:47:19|)))
iabbliz|2013/03/13 11:47:22|когда 2 - НДФЛ сделают
iabbliz|2013/03/13 11:47:25|тогда приеду
s_omel|2013/03/13 11:50:36|вот ты зря ушел, у нас сегодня было знакомство с новым сотрудником (на должности фин директора), будем новую схему мативации разрабатывать и внедрять, может еще найдем где зп убрать и кого уволить
iabbliz|2013/03/13 11:50:52|<ss type="laugh">:D</ss>
s_omel|2013/03/13 11:50:58|...ну а кому то поднять зп
iabbliz|2013/03/13 11:51:00|я токо спать спокойно стал
iabbliz|2013/03/13 11:51:08|не не пока не хочу в алмаз
s_omel|2013/03/13 11:51:38|хоть мебель тогда покупай, подымай продажи нам
iabbliz|2013/03/13 11:51:49|=)))
s_omel|2013/03/13 11:52:40|у вас там не тестили 1с на ыйд2012
s_omel|2013/03/13 11:52:47|sql 2012
iabbliz|2013/03/13 11:53:09|вроде нет
s_omel|2013/03/13 11:53:42|так отттестируйте))) скажешь потом как
s_omel|2013/03/13 11:53:43|))
s_omel|2013/03/13 11:53:49|а то меня денис напрягает
iabbliz|2013/03/13 11:53:56|<ss type="laugh">:D</ss>
s_omel|2013/03/13 11:54:43|на форуме впринципе пишут 1с, что нормально должно работать, только нужно кое что сделать прям в базе sql поднятой
s_omel|2013/03/13 11:55:05|в какой то таблице кое что добавить
iabbliz|2013/03/13 11:55:25|ага тоже видел это
iabbliz|2013/03/13 11:55:36|там кто то писал с обновлениями тоже были какие то проблемы
iabbliz|2013/03/13 11:55:41|при рестукторизации
s_omel|2013/03/13 11:55:51|ну для этого как раз и добавляется
s_omel|2013/03/13 11:56:12|типа после обновления нельзя в конфигуратор зайти
iabbliz|2013/03/14 07:31:31|дароф
s_omel|2013/03/14 07:32:18|не скажешь
есть реализация по столовой с таким комменто...
Только УУ Реализация буфет с 01.12.2012 по 31.12.2012 ДатаФормирования: 11.01.2013 13:54:01  ООО &quot;Алмаз&quot; это чем то заполнялась или вручную по каким то критериям
iabbliz|2013/03/14 07:33:58|заполняется обработкой в ТЧ
iabbliz|2013/03/14 07:34:07|Заполнить УУ столовая
iabbliz|2013/03/14 07:34:09|что то такое
iabbliz|2013/03/14 07:34:11|помойму
iabbliz|2013/03/14 09:34:20|разный
iabbliz|2013/03/14 09:34:24|но с одного документа
iabbliz|2013/03/14 09:34:39|вернее просто алгоритм заполнения экрана
iabbliz|2013/03/14 09:34:41|отличается
s_omel|2013/03/14 09:36:11|функционал от склада отличаается?
iabbliz|2013/03/14 09:36:28|эм?
iabbliz|2013/03/14 09:36:31|столовой?
s_omel|2013/03/14 09:37:31|ну правильно наверно, открыл реализацию со складом буфет один интерфейс со столовой другой
iabbliz|2013/03/14 09:38:28|да
iabbliz|2013/03/14 09:38:54|функционал отличается еще тем что в буфете по фамилии нельзя
iabbliz|2013/03/14 09:38:56|вбивать
s_omel|2013/03/14 09:39:12|у тебя не было случайно блокировки, чтобы можно было поставить, что этому сотруднику не продавать если пытаются
iabbliz|2013/03/14 09:39:28|не было
s_omel|2013/03/14 09:39:44|нужно сделвать, сделаешь?))))
iabbliz|2013/03/14 09:39:55|неа, загружен=)
iabbliz|2013/03/14 09:40:00|своей работы хватает
s_omel|2013/03/14 09:40:06|шучу
iabbliz|2013/03/14 09:40:10|да я понял=)
s_omel|2013/03/14 09:40:51|я ж ту работу помнишь что хадиятов скидывал шабашку сделал, только опять же от первоночального кто просил
iabbliz|2013/03/14 09:41:05|<ss type="smile">:)</ss>
s_omel|2013/03/14 09:41:55|а тыж читал то здание? за скольбо бы оценил его?
iabbliz|2013/03/14 09:42:11|смотрят насколько универсально делать=)
iabbliz|2013/03/14 09:42:24|плюс есть готовые обработки похожие)
iabbliz|2013/03/14 09:42:28|хз сколько
iabbliz|2013/03/14 11:53:36|помойму разными
s_omel|2013/03/14 11:53:57|у тебя по столовой не по выпуску именно заполняется
iabbliz|2013/03/14 11:54:08|как раз по столовой по выпуску
iabbliz|2013/03/14 11:54:15|а по буфету по реализованным блюдам
s_omel|2013/03/14 11:54:56|окей
iabbliz|2013/03/14 13:05:09|<quote author="s_omel" authorname="Омельчук Сергей (ООО &quot;Алмаз&quot;)" conversation="s_omel" guid="x9f81ab8e19b3dea95fe87a3ce8987d6ec4cd76856f33696a567f822e1081b0c2" timestamp="1363266261"><legacyquote>[17:04:21] Омельчук Сергей (ООО &quot;Алмаз&quot;): </legacyquote>по столовой если выпуск больще чем реализовано <legacyquote>

&lt;&lt;&lt; </legacyquote></quote>такого не должно быть
iabbliz|2013/03/14 13:05:29|значит есть расхождения между выпуском и реализацией
s_omel|2013/03/14 13:06:10|интересно белящей выпуск 109 а реализовано 12 это косяк?
iabbliz|2013/03/14 13:06:47|всего за месяц по буфету и столовой по боярду и по твоему дому
iabbliz|2013/03/14 13:06:50|12 штук?
s_omel|2013/03/14 13:07:34|все я понял наверное, она наверное должна со столовой на буфет перемещать, поэтому по столовой не правильно заполняется
iabbliz|2013/03/14 13:08:01|перемещний не должно быть
iabbliz|2013/03/14 13:08:15|мы про какую Реализацию говорим
s_omel|2013/03/14 13:08:17|или просторасхождения получаются по РТиУ и реализацией столовая
iabbliz|2013/03/14 13:08:35|&quot;Реализация столовая&quot;
или &quot;Реализация товаров и услуг&quot;
iabbliz|2013/03/14 13:08:39|виды документов
s_omel|2013/03/14 13:09:24|получается что &quot;Реализация столовая&quot; продано 12
s_omel|2013/03/14 13:09:49|а по буфету 300
iabbliz|2013/03/14 13:09:49|последовательность такая
1) делаются РТиУ по буфету и по Твоему дому и по Боярду
2) делается РТиУ по столовой УУ
3) Делается РТиУ по столовой выпуск
iabbliz|2013/03/14 13:10:14|у них склад общий
s_omel|2013/03/14 13:10:24|все я протупил
iabbliz|2013/03/14 13:10:28|по столовой 12 может быть
s_omel|2013/03/14 13:11:49|то что в отчете &quot;столовая Реализация столовая&quot;  место хранения это же не склад?
iabbliz|2013/03/14 13:12:01|нет
s_omel|2013/03/14 13:12:05|а я сравниваю вразрезе него
iabbliz|2013/03/14 13:12:07|просто разделение
s_omel|2013/03/14 13:12:11|понял
iabbliz|2013/03/15 07:42:59|изменяетс
iabbliz|2013/03/15 07:43:01|я
s_omel|2013/03/15 07:45:25|чет когда делаешь изменить, нету нигде чтобы базы добавлять, ты не командами добавлял?
s_omel|2013/03/15 07:45:59|ааааа, нашел
iabbliz|2013/03/15 07:46:12|=)
s_omel|2013/03/15 07:48:04|как то очень странно, меня сбило с толку что к выбору баз стоит значек как выбол из выпадающего списка, а не три точки
iabbliz|2013/03/15 07:48:14|нууу...
s_omel|2013/03/15 07:48:27|как то не логично
s_omel|2013/03/15 07:52:32|тебе там случайно еще новых секретов не пооткрывали как увеличить производительность?
iabbliz|2013/03/15 07:52:58|<ss type="laugh">:D</ss>
iabbliz|2013/03/15 07:53:07|а че там придумаешь еще=)
iabbliz|2013/03/15 07:53:15|единого лекарства нет
iabbliz|2013/03/15 07:53:20|все в комплексе должно быть
iabbliz|2013/03/15 11:22:00|именно блюда?
iabbliz|2013/03/15 11:22:10|неа=)
iabbliz|2013/03/15 11:22:27|есть универсальный отчет
iabbliz|2013/03/15 11:22:32|консоль запросов=)
iabbliz|2013/03/15 11:22:53|никто не просил не делал.
iabbliz|2013/03/19 06:22:17|да
s_omel|2013/03/19 06:22:44|а при отгрузки браков откуда цена браков берется?
iabbliz|2013/03/19 06:24:08|бракоделы расчитывают
iabbliz|2013/03/19 06:24:20|исходя из стоимости мат-ов
iabbliz|2013/03/19 06:24:26|и какого то %
iabbliz|2013/03/19 06:24:28|сверху
iabbliz|2013/03/19 06:24:36|они и ставят
s_omel|2013/03/19 06:24:44|хм..
iabbliz|2013/03/19 06:29:26|ток не спрашивай куда они стоимость записывают
iabbliz|2013/03/19 06:30:05|Мельников
iabbliz|2013/03/19 06:30:08|мельникова
iabbliz|2013/03/19 06:30:45|в базе она ее записывает в комментарий к номенклатуре....
iabbliz|2013/03/19 06:31:01|изначально так было, я не переделывал
iabbliz|2013/03/19 06:35:03|тра тата мы везем с собой кота
iabbliz|2013/03/19 06:35:09|<ss type="smile">:)</ss>
s_omel|2013/03/22 12:24:01|мне утверждают, что документы на алмазе когда медленно проводились, ты что то делал и начинали проводиться это правда?
s_omel|2013/03/22 12:24:06|карташова
iabbliz|2013/03/22 12:25:16|запускал обработку которая перерасчитывала итоги по партиям
iabbliz|2013/03/22 12:25:20|Привет
iabbliz|2013/03/22 12:26:29|обработка самописная
s_omel|2013/03/22 12:26:45|она в доп оработках?
s_omel|2013/03/22 12:28:01|ПартииТоваровНаСкладах? по всем учетам?
iabbliz|2013/03/22 12:28:27|в допах нету, на моем компе
iabbliz|2013/03/22 12:28:39|D:\Ivanov A.B.\1c
iabbliz|2013/03/22 12:28:48|ПересчитатьИтогиПоПартиям
iabbliz|2013/03/22 12:28:57|но это не всегда помогает=)
s_omel|2013/03/22 12:29:02|))
s_omel|2013/03/22 12:29:16|окей, спасибо. но попробовать то можно
iabbliz|2013/03/22 12:29:33|еще на проведение влияет какой период не закрыт и редактируются доки
iabbliz|2013/03/22 12:29:55|хотя мб это и не так
iabbliz|2013/04/15 10:30:03|Даров
s_omel|2013/04/15 10:30:14|РВ седня спрашивала тебе еще не надоело дома работать?)))
s_omel|2013/04/15 10:30:33|мож уже хватит дома сидеть да выходил бы на работу
iabbliz|2013/04/15 10:32:04|=))) Да пока все устраивает=)
s_omel|2013/04/15 10:32:15|))
s_omel|2013/04/15 10:32:57|я примерно так и ответил)
iabbliz|2013/04/15 10:33:18|<ss type="smile">:)</ss>
iabbliz|2013/04/18 06:17:39|Даров
iabbliz|2013/04/18 06:17:55|<files alt="отправил (-а) файл &quot;ОбновлениеПравилОбменаДанными.pdf&quot;">
<file size="415669" index="0">ОбновлениеПравилОбменаДанными.pdf</file></files>
iabbliz|2013/04/18 13:35:46|1с сделали возможность
iabbliz|2013/04/18 13:35:50|сравнивать Правила обмена
s_omel|2013/04/18 13:36:36|обработка, или в конфе обновления?
s_omel|2013/04/18 13:36:47|ты правила пишешь?
iabbliz|2013/04/18 13:36:56|<files alt="отправил (-а) файл &quot;ОбновлениеПравилОбменаДанными.pdf&quot;">
<file size="415669" index="0">ОбновлениеПравилОбменаДанными.pdf</file></files>
iabbliz|2013/04/18 13:37:09|нуу чуток писал потом кинули на другую задач
iabbliz|2013/04/18 13:37:12|задачу
s_omel|2013/04/18 13:42:25|ясно, ну ты уже зп получал?
iabbliz|2013/04/18 13:42:40|Да
s_omel|2013/04/18 13:42:48|все нормально?
iabbliz|2013/04/18 13:42:50|да
s_omel|2013/04/18 13:43:19|а у тебя есть переработки? контролируется как-то, оплачиваетс?
iabbliz|2013/04/18 13:43:49|платится по отработанным часам
iabbliz|2013/04/18 13:44:12|отмечаешь в базе учета что выполнял, там часы(обычно ранее оценены)
s_omel|2013/04/18 13:44:21|ну сотку уже получаешь?
iabbliz|2013/04/18 13:44:31|потом в конце месяца РуководителиПроекта засчитывают=)
iabbliz|2013/04/18 13:44:36|No comments=)
s_omel|2013/04/18 13:44:46|больше?
s_omel|2013/04/18 13:46:04|у меня пацан с которым в ростове работали седня с 1С общались по работе
iabbliz|2013/04/18 13:46:23|если буду Сотку получать думаю те кто работаю в Москве будут недовольны=)
s_omel|2013/04/18 13:46:32|хочет в москву поехать и 1С откликлулись тож, но не сошлись во мнениях сегодня
s_omel|2013/04/18 13:46:37|))
s_omel|2013/04/18 13:47:03|так пусть руководители не разглошают ЗП
s_omel|2013/04/18 13:47:33|ну мож умы начнут тогда в волгодонск подтягиваться удаленно работать)
s_omel|2013/04/18 13:47:52|я сегодня ГОСы сдавал
s_omel|2013/04/18 13:48:20|а что и не отвечал. на три дня отпуск взял, завтра еще чтение доклада и результаты ГОСов
iabbliz|2013/04/18 13:48:22|<quote author="s_omel" authorname="Сергей Омельчук" conversation="s_omel" guid="x3401628029eadb3b4dbb32312972e9414de908b4e32dfb65cf9ec2b601c57fa9" timestamp="1366292823"><legacyquote>[17:47:03] Сергей Омельчук: </legacyquote>так пусть руководители не разглошают ЗП<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>система оплаты прозрачна
iabbliz|2013/04/18 13:48:28|для всех прогеров одинакова
s_omel|2013/04/18 13:48:29|осталось чуть-чуть....)
iabbliz|2013/04/18 13:48:45|Госы=Жопа=)
s_omel|2013/04/18 13:49:50|были готовые ответы, и то вчера весь день корректировал, и печатал
s_omel|2013/04/18 13:50:12|еще и на телефон быстро написал прокгамму и туда загнал))
s_omel|2013/04/18 13:50:20|чтобы быстро искать и открывать
s_omel|2013/04/18 13:50:23|)
s_omel|2013/04/18 13:50:43|как диплом получу подарю как методичку преподам на андроид
s_omel|2013/04/18 13:51:57|типу короче с кем общался АНТ-Информ согласился его взять
iabbliz|2013/04/18 13:52:55|<quote author="s_omel" authorname="Сергей Омельчук" conversation="s_omel" guid="x8c8d57638925feafc36cdf9630627896b0902ef4c6ae74e1f9136770085c9fc3" timestamp="1366293117"><legacyquote>[17:51:57] Сергей Омельчук: </legacyquote>типу короче с кем общался АНТ-Информ согласился его взять<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>?
s_omel|2013/04/18 13:52:56|предложили белу зп 135+10%ежемесячная премия+10%по количеству месяцев от проектных задач
iabbliz|2013/04/18 13:53:13|Круто
s_omel|2013/04/18 13:53:26|ну да он в рюземе написал 150
s_omel|2013/04/18 13:54:14|так этот АНТ информ позвонили его руководству, а он потихому пробивал))
s_omel|2013/04/18 13:54:33|оказалось что это дочерние фирмы в москве и в ростове
s_omel|2013/04/18 13:54:56|ну и в ростове сначала посердились, а потом сказали типа соглаовали переход
iabbliz|2013/04/25 05:36:03|привет
s_omel|2013/04/25 05:37:30|
s_omel|2013/04/25 05:39:11|подскажи...
в упп есть 3 подразделения
1 самостоятельное

распределение затрат по выручке
2 других:
с одного подраздления на другое потом делается перемещение
и продажа идет только с одного
соответственно то подразделение которое не получило выручку не закрывается

как правильно указать, чтобы то с которого переместили, закрывалось на то с которого продали
iabbliz|2013/04/25 05:40:29|поидее можно указать в способах распределения затрат, указать не учитывать подразделения
s_omel|2013/04/25 05:41:04|вот....но тогда если ставим не учитывать он соответственно а все раскидывает и на то которое не нужно чтобы раскидывало
s_omel|2013/04/25 05:42:03|я почему то вижу выход отдельной статьей, и по ней уже указывать не учитывать, а так как она будет использоваться только по одному подразделению то и не тронет другое
s_omel|2013/04/25 05:42:34|....или блин пока писал, что-то начал сомневаться...
iabbliz|2013/04/25 05:42:47|сек гляну
s_omel|2013/04/25 05:43:06|че не захотел соглашаться возвращаться?
iabbliz|2013/04/25 05:43:23|=) пока нет=)
s_omel|2013/04/25 05:43:36|а таня в курсе что тебе звонили?
iabbliz|2013/04/25 05:43:39|пока тут все устраивает
iabbliz|2013/04/25 05:43:43|да в курсе
iabbliz|2013/04/25 05:43:56|плюс не привык я так, 3 месяца отработав сваливать
iabbliz|2013/04/25 05:44:09|тут большие проекты, люди надеятся на меня
s_omel|2013/04/25 05:44:10|ну да
iabbliz|2013/04/25 05:44:18|плюс в Алмазе как то все печально
s_omel|2013/04/25 05:44:32|всмысле печально...
s_omel|2013/04/25 05:44:34|?
s_omel|2013/04/25 05:44:56|тебе ничего интересного не пообещали?
s_omel|2013/04/25 05:45:09|не смогли чем то зацепить
iabbliz|2013/04/25 05:45:21|Отдел разделяют, по ЗП непонятки, Змеевский постоянно что то &quot;придумывает&quot;
iabbliz|2013/04/25 05:45:31|нестабильность одним словом
iabbliz|2013/04/25 05:46:01|<quote author="s_omel" authorname="Сергей Омельчук" conversation="s_omel" guid="x2a9530c3aa136c041a940f756ed4e24bede0c643c613f5393eafeaf20ba38bd4" timestamp="1366868709"><legacyquote>[9:45:09] Сергей Омельчук: </legacyquote>не смогли чем то зацепить<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>предлагали чтобы я сказал условия.
s_omel|2013/04/25 05:46:23|)
iabbliz|2013/04/25 05:46:37|вообщем сейчас работа есть, менять ее не планирую
iabbliz|2013/04/25 05:47:31|в способе распределения затрат
iabbliz|2013/04/25 05:47:36|там можно указать список подразделений
iabbliz|2013/04/25 05:47:43|у которых смотреть выручку
iabbliz|2013/04/25 05:47:45|фильтр
iabbliz|2013/04/25 05:47:52|отбор точнее
s_omel|2013/04/25 05:47:55|просто СН осознал, что спецов хороших трудно найти, что он погоречился, и думаю что он не будет когото обижать из специалистов
s_omel|2013/04/25 05:48:37|аааа получается два способа нужно задать со своими фильтрами
iabbliz|2013/04/25 05:48:45|слушай а еще можно подразделения которые
iabbliz|2013/04/25 05:48:58|вообщем сделать их подчиненными к тому кто продает
iabbliz|2013/04/25 05:49:07|а нет
iabbliz|2013/04/25 05:49:11|наверно не то будет
s_omel|2013/04/25 05:49:30|имеешь ввиду в справочнике иерархию сделать
iabbliz|2013/04/25 05:49:41|да
iabbliz|2013/04/25 05:49:53|не наверно это не то будет
s_omel|2013/04/25 05:50:07|ну все равно проверю, может и будет
iabbliz|2013/04/25 05:50:36|там есть в настройках спосба галка распределять на подчиненные подразделения
s_omel|2013/04/25 05:51:36|окей, спасибо
s_omel|2013/04/25 05:53:57|то, что отдел разделяют для меня это вооще устраивает, потому что в другом варианте я бы наверное через какое то еще время (когда диплом бы получил) наверное ушел бы с алмаза, после всех ситуаций с таней работать не хочу
iabbliz|2013/04/25 06:13:23|не знаю начал или нет=)
iabbliz|2013/04/25 06:13:28|поэтому и звонил
iabbliz|2013/04/25 06:13:41|звонил в середине апреля, т.к. ни слуху ни духу=)
iabbliz|2013/04/25 06:13:56|срок с 01.04 по 01.05
iabbliz|2013/04/25 06:14:07|прописан поэтому и звонил.
iabbliz|2013/04/25 06:14:16|он еще такой молчун
iabbliz|2013/04/25 06:14:25|ничего не вытянешь из него
iabbliz|2013/04/25 06:15:14|сказал бы сразу за ранее, я все померил (в ноябре), лестницу начал делать, приеду еще в апреле уточню размеры, потом утвердим цвет
где то в конце апреля буду устанавливать
iabbliz|2013/04/25 06:15:25|если бы он это сказал за ранее, никто бы ему и не звонил=)
iabbliz|2013/04/25 06:16:36|раньше апреля звонил где то два раза в январе и в марте наверно, просто узнать все  ли в порядке
s_omel|2013/04/25 06:16:55|ну я с ним в марте разговаривал вроде
iabbliz|2013/04/25 06:17:23|просто когда отдаешь 46 тыс в ноябре, и потом ждешь более полугода хочется иметь обратную связь
iabbliz|2013/04/25 06:17:43|просто чтобы не беспокоится что эти деньги пропали
s_omel|2013/04/25 06:17:53|) ну да, ты предоплату делал
iabbliz|2013/04/30 05:42:32|привет
s_omel|2013/04/30 05:42:39|[25.04.2013 9:50:11] Антон Иванов: там есть в настройках спосба галка распределять на подчиненные подразделения 
ни как не прокатило
s_omel|2013/04/30 05:43:07|ты пробовал этим пользоваться когда нибудь
s_omel|2013/04/30 05:43:08|?
iabbliz|2013/04/30 05:43:17|да
iabbliz|2013/04/30 05:43:29|только наверно это не тот случай
s_omel|2013/04/30 05:43:33|что является подчиненными
s_omel|2013/04/30 05:43:42|то что в иерархии
iabbliz|2013/04/30 05:43:42|если в структуре подразделения
iabbliz|2013/04/30 05:43:44|да
s_omel|2013/04/30 05:43:52|да наверное просто не тот
s_omel|2013/04/30 05:44:08|вооще как думаешь такое может быть...
iabbliz|2013/04/30 05:44:13|пробовал когда часть затрат которое на ПодразделениеВерхнее спускалось на Подразделение Нижнее
iabbliz|2013/04/30 05:44:39|т.е. возникали они наверху но распределялись и на нижнее
iabbliz|2013/04/30 05:44:52|в Алмазе по стоимости материал
